user_id,channel,device,course_interest,ad_date,reached_landing,signed_up,started_trial,converted_paid,signup_date,trial_date,paid_date,revenue,cpc,month,month_name,month_num,week,day_of_week,hours_to_signup,hours_to_trial,days_to_paid,furthest_stage,acquisition_cost
USR-033,Referral,Desktop,Web Dev,2025-11-15 12:49:00,False,False,False,False,2025-11-15 13:55:00,2025-11-16 04:55:00,2025-11-23 04:55:00,0,20,11,November,11,46,Saturday,,,,Ad Only,20
USR-034,Facebook Ads,Desktop,Data Science,2025-11-05 11:46:00,False,False,False,False,2025-11-05 12:05:00,2025-11-06 06:05:00,2025-11-10 06:05:00,0,65,11,November,11,45,Wednesday,,,,Ad Only,65
USR-035,YouTube Ads,Desktop,Digital Marketing,2025-07-31 10:33:00,True,False,False,False,2025-07-31 11:01:00,2025-08-01 14:01:00,2025-08-19 14:01:00,0,45,7,July,7,31,Thursday,,,,Landing,45
USR-036,Organic SEO,Tablet,Design,2025-02-07 11:54:00,True,True,True,False,2025-02-07 13:31:00,2025-02-07 20:31:00,2025-02-15 20:31:00,0,0,2,February,2,6,Friday,1.6166666666666667,8.616666666666667,,Trial,0
USR-037,Organic SEO,Desktop,Design,2025-11-10 20:31:00,False,False,False,False,2025-11-10 22:11:00,2025-11-11 01:11:00,2025-11-15 01:11:00,0,0,11,November,11,46,Monday,,,,Ad Only,0
USR-038,Referral,Mobile,Data Science,2025-08-02 14:33:00,True,True,True,False,2025-08-02 15:55:00,2025-08-03 19:55:00,2025-08-16 19:55:00,0,20,8,August,8,31,Saturday,1.3666666666666667,29.366666666666667,,Trial,20
USR-039,Google Ads,Desktop,Design,2025-06-02 21:06:00,False,False,False,False,2025-06-02 21:12:00,2025-06-03 07:12:00,2025-06-04 07:12:00,0,120,6,June,6,23,Monday,,,,Ad Only,120
USR-040,Organic SEO,Mobile,Finance,2025-08-15 18:56:00,True,True,False,False,2025-08-15 20:17:00,2025-08-16 15:17:00,2025-08-29 15:17:00,0,0,8,August,8,33,Friday,1.35,,,Signup,0
USR-041,Facebook Ads,Desktop,Web Dev,2025-10-31 12:07:00,True,False,False,False,2025-10-31 12:53:00,2025-11-01 05:53:00,2025-11-22 05:53:00,0,65,10,October,10,44,Friday,,,,Landing,65
USR-042,YouTube Ads,Desktop,Digital Marketing,2025-03-16 18:35:00,True,True,True,False,2025-03-16 19:33:00,2025-03-17 20:33:00,2025-03-31 20:33:00,0,45,3,March,3,11,Sunday,0.9666666666666667,25.966666666666665,,Trial,45
USR-043,Facebook Ads,Tablet,Data Science,2025-07-25 08:19:00,False,False,False,False,2025-07-25 08:50:00,2025-07-26 09:50:00,2025-07-30 09:50:00,0,65,7,July,7,30,Friday,,,,Ad Only,65
USR-044,Facebook Ads,Desktop,Digital Marketing,2025-11-20 13:10:00,False,False,False,False,2025-11-20 14:27:00,2025-11-20 16:27:00,2025-11-27 16:27:00,0,65,11,November,11,47,Thursday,,,,Ad Only,65
USR-045,YouTube Ads,Desktop,Data Science,2025-12-12 10:06:00,True,False,False,False,2025-12-12 12:05:00,2025-12-14 02:05:00,2025-12-22 02:05:00,0,45,12,December,12,50,Friday,,,,Landing,45
USR-046,Facebook Ads,Desktop,Data Science,2025-09-20 17:28:00,True,False,False,False,2025-09-20 18:03:00,2025-09-22 01:03:00,2025-10-02 01:03:00,0,65,9,September,9,38,Saturday,,,,Landing,65
USR-047,Organic SEO,Desktop,Web Dev,2025-07-26 22:00:00,True,False,False,False,2025-07-26 22:22:00,2025-07-27 07:22:00,2025-08-03 07:22:00,0,0,7,July,7,30,Saturday,,,,Landing,0
USR-048,Google Ads,Desktop,Web Dev,2025-05-26 09:19:00,True,False,False,False,2025-05-26 09:56:00,2025-05-27 06:56:00,2025-05-30 06:56:00,0,120,5,May,5,22,Monday,,,,Landing,120
USR-049,Facebook Ads,Tablet,Finance,2025-09-21 14:29:00,False,False,False,False,2025-09-21 16:20:00,2025-09-22 13:20:00,2025-09-27 13:20:00,0,65,9,September,9,38,Sunday,,,,Ad Only,65
USR-050,Organic SEO,Mobile,Data Science,2025-01-24 14:04:00,True,False,False,False,2025-01-24 15:03:00,2025-01-24 22:03:00,2025-01-30 22:03:00,0,0,1,January,1,4,Friday,,,,Landing,0
USR-051,Google Ads,Mobile,Digital Marketing,2025-04-02 09:43:00,True,True,True,False,2025-04-02 09:58:00,2025-04-03 17:58:00,2025-04-23 17:58:00,0,120,4,April,4,14,Wednesday,0.25,32.25,,Trial,120
USR-052,Organic SEO,Mobile,Data Science,2025-12-19 19:51:00,False,False,False,False,2025-12-19 21:45:00,2025-12-20 08:45:00,2026-01-10 08:45:00,0,0,12,December,12,51,Friday,,,,Ad Only,0
USR-053,YouTube Ads,Tablet,Web Dev,2025-03-01 08:09:00,True,True,True,False,2025-03-01 08:32:00,2025-03-03 01:32:00,2025-03-07 01:32:00,0,45,3,March,3,9,Saturday,0.38333333333333336,41.38333333333333,,Trial,45
USR-054,Google Ads,Mobile,Design,2025-03-27 12:20:00,False,False,False,False,2025-03-27 13:24:00,2025-03-28 00:24:00,2025-04-17 00:24:00,0,120,3,March,3,13,Thursday,,,,Ad Only,120
USR-055,Google Ads,Desktop,Digital Marketing,2025-01-06 08:44:00,True,False,False,False,2025-01-06 10:17:00,2025-01-06 22:17:00,2025-01-13 22:17:00,0,120,1,January,1,2,Monday,,,,Landing,120
USR-056,Google Ads,Desktop,Digital Marketing,2025-03-12 08:10:00,True,True,False,False,2025-03-12 09:30:00,2025-03-14 06:30:00,2025-04-02 06:30:00,0,120,3,March,3,11,Wednesday,1.3333333333333333,,,Signup,120
USR-057,Facebook Ads,Mobile,Web Dev,2025-04-08 10:07:00,True,False,False,False,2025-04-08 10:20:00,2025-04-09 23:20:00,2025-04-10 23:20:00,0,65,4,April,4,15,Tuesday,,,,Landing,65
USR-058,Organic SEO,Mobile,Data Science,2025-02-26 13:10:00,False,False,False,False,2025-02-26 13:18:00,2025-02-26 20:18:00,2025-03-19 20:18:00,0,0,2,February,2,9,Wednesday,,,,Ad Only,0
USR-059,Google Ads,Mobile,Data Science,2025-10-31 20:54:00,False,False,False,False,2025-10-31 22:31:00,2025-11-02 09:31:00,2025-11-07 09:31:00,0,120,10,October,10,44,Friday,,,,Ad Only,120
USR-060,Google Ads,Desktop,Web Dev,2025-04-10 11:17:00,True,True,False,False,2025-04-10 12:47:00,2025-04-11 04:47:00,2025-04-24 04:47:00,0,120,4,April,4,15,Thursday,1.5,,,Signup,120
USR-061,YouTube Ads,Mobile,Design,2025-09-28 20:31:00,False,False,False,False,2025-09-28 20:52:00,2025-09-29 19:52:00,2025-10-08 19:52:00,0,45,9,September,9,39,Sunday,,,,Ad Only,45
USR-062,Facebook Ads,Desktop,Design,2025-05-21 10:10:00,True,False,False,False,2025-05-21 11:19:00,2025-05-23 03:19:00,2025-06-13 03:19:00,0,65,5,May,5,21,Wednesday,,,,Landing,65
USR-063,Google Ads,Desktop,Digital Marketing,2025-12-04 20:34:00,True,False,False,False,2025-12-04 20:57:00,2025-12-06 02:57:00,2025-12-10 02:57:00,0,120,12,December,12,49,Thursday,,,,Landing,120
USR-064,Google Ads,Mobile,Web Dev,2025-06-15 09:56:00,True,False,False,False,2025-06-15 10:56:00,2025-06-16 15:56:00,2025-06-21 15:56:00,0,120,6,June,6,24,Sunday,,,,Landing,120
USR-065,Facebook Ads,Mobile,Digital Marketing,2025-07-11 09:18:00,False,False,False,False,2025-07-11 11:04:00,2025-07-12 21:04:00,2025-07-29 21:04:00,0,65,7,July,7,28,Friday,,,,Ad Only,65
USR-066,Referral,Desktop,Design,2025-07-30 08:46:00,True,False,False,False,2025-07-30 09:31:00,2025-07-31 08:31:00,2025-08-19 08:31:00,0,20,7,July,7,31,Wednesday,,,,Landing,20
USR-067,Google Ads,Desktop,Web Dev,2025-01-22 20:16:00,True,False,False,False,2025-01-22 21:01:00,2025-01-24 08:01:00,2025-02-03 08:01:00,0,120,1,January,1,4,Wednesday,,,,Landing,120
USR-068,Google Ads,Mobile,Web Dev,2025-11-04 13:52:00,True,True,True,False,2025-11-04 14:35:00,2025-11-06 10:35:00,2025-11-12 10:35:00,0,120,11,November,11,45,Tuesday,0.7166666666666667,44.71666666666667,,Trial,120
USR-069,Referral,Mobile,Data Science,2025-12-26 12:55:00,False,False,False,False,2025-12-26 14:22:00,2025-12-27 21:22:00,2026-01-03 21:22:00,0,20,12,December,12,52,Friday,,,,Ad Only,20
USR-070,Facebook Ads,Desktop,Web Dev,2025-10-24 12:35:00,False,False,False,False,2025-10-24 13:35:00,2025-10-25 02:35:00,2025-11-06 02:35:00,0,65,10,October,10,43,Friday,,,,Ad Only,65
USR-071,Google Ads,Mobile,Finance,2025-04-30 17:07:00,False,False,False,False,2025-04-30 18:24:00,2025-05-01 11:24:00,2025-05-09 11:24:00,0,120,4,April,4,18,Wednesday,,,,Ad Only,120
USR-072,Google Ads,Mobile,Web Dev,2025-04-25 22:16:00,False,False,False,False,2025-04-25 23:28:00,2025-04-26 10:28:00,2025-04-27 10:28:00,0,120,4,April,4,17,Friday,,,,Ad Only,120
USR-073,Google Ads,Mobile,Finance,2025-11-19 14:07:00,True,False,False,False,2025-11-19 16:02:00,2025-11-21 04:02:00,2025-12-06 04:02:00,0,120,11,November,11,47,Wednesday,,,,Landing,120
USR-074,YouTube Ads,Tablet,Digital Marketing,2025-02-02 22:59:00,True,True,True,False,2025-02-02 23:53:00,2025-02-04 17:53:00,2025-02-14 17:53:00,0,45,2,February,2,5,Sunday,0.9,42.9,,Trial,45
USR-075,Organic SEO,Tablet,Digital Marketing,2025-07-01 12:50:00,True,True,False,False,2025-07-01 13:11:00,2025-07-02 07:11:00,2025-07-07 07:11:00,0,0,7,July,7,27,Tuesday,0.35,,,Signup,0
USR-076,Google Ads,Mobile,Digital Marketing,2025-04-06 21:18:00,True,True,False,False,2025-04-06 22:38:00,2025-04-07 00:38:00,2025-04-09 00:38:00,0,120,4,April,4,14,Sunday,1.3333333333333333,,,Signup,120
USR-077,YouTube Ads,Desktop,Web Dev,2025-11-15 15:20:00,True,False,False,False,2025-11-15 15:39:00,2025-11-16 15:39:00,2025-11-30 15:39:00,0,45,11,November,11,46,Saturday,,,,Landing,45
USR-078,Google Ads,Desktop,Digital Marketing,2025-09-11 21:08:00,False,False,False,False,2025-09-11 22:42:00,2025-09-12 00:42:00,2025-09-16 00:42:00,0,120,9,September,9,37,Thursday,,,,Ad Only,120
USR-079,Facebook Ads,Mobile,Data Science,2025-05-09 19:16:00,False,False,False,False,2025-05-09 21:09:00,2025-05-10 10:09:00,2025-05-14 10:09:00,0,65,5,May,5,19,Friday,,,,Ad Only,65
USR-080,Facebook Ads,Mobile,Digital Marketing,2025-12-02 13:41:00,False,False,False,False,2025-12-02 15:12:00,2025-12-04 02:12:00,2025-12-06 02:12:00,0,65,12,December,12,49,Tuesday,,,,Ad Only,65
USR-081,Facebook Ads,Desktop,Digital Marketing,2025-08-23 22:53:00,True,False,False,False,2025-08-23 23:01:00,2025-08-24 01:01:00,2025-09-05 01:01:00,0,65,8,August,8,34,Saturday,,,,Landing,65
USR-082,Google Ads,Mobile,Web Dev,2025-11-17 12:38:00,True,True,True,False,2025-11-17 14:35:00,2025-11-18 22:35:00,2025-11-24 22:35:00,0,120,11,November,11,47,Monday,1.95,33.95,,Trial,120
USR-083,Facebook Ads,Mobile,Data Science,2025-09-26 08:50:00,True,False,False,False,2025-09-26 09:29:00,2025-09-27 18:29:00,2025-10-10 18:29:00,0,65,9,September,9,39,Friday,,,,Landing,65
USR-084,YouTube Ads,Tablet,Data Science,2025-09-09 11:12:00,True,True,True,False,2025-09-09 12:12:00,2025-09-10 12:12:00,2025-09-17 12:12:00,0,45,9,September,9,37,Tuesday,1.0,25.0,,Trial,45
USR-085,Organic SEO,Desktop,Data Science,2025-03-27 20:02:00,False,False,False,False,2025-03-27 21:18:00,2025-03-28 23:18:00,2025-04-06 23:18:00,0,0,3,March,3,13,Thursday,,,,Ad Only,0
USR-086,Facebook Ads,Mobile,Design,2025-01-11 12:21:00,True,False,False,False,2025-01-11 12:40:00,2025-01-13 10:40:00,2025-01-14 10:40:00,0,65,1,January,1,2,Saturday,,,,Landing,65
USR-087,Organic SEO,Desktop,Data Science,2025-01-24 19:31:00,True,True,False,False,2025-01-24 20:33:00,2025-01-25 01:33:00,2025-02-02 01:33:00,0,0,1,January,1,4,Friday,1.0333333333333334,,,Signup,0
USR-088,Google Ads,Mobile,Finance,2025-09-01 19:28:00,False,False,False,False,2025-09-01 19:43:00,2025-09-02 10:43:00,2025-09-04 10:43:00,0,120,9,September,9,36,Monday,,,,Ad Only,120
USR-089,Facebook Ads,Mobile,Web Dev,2025-08-24 13:05:00,True,False,False,False,2025-08-24 14:53:00,2025-08-26 11:53:00,2025-09-08 11:53:00,0,65,8,August,8,34,Sunday,,,,Landing,65
USR-090,Facebook Ads,Desktop,Web Dev,2025-02-23 20:12:00,True,False,False,False,2025-02-23 20:55:00,2025-02-24 12:55:00,2025-03-04 12:55:00,0,65,2,February,2,8,Sunday,,,,Landing,65
USR-091,Referral,Desktop,Web Dev,2025-01-10 21:33:00,True,False,False,False,2025-01-10 21:58:00,2025-01-12 16:58:00,2025-01-25 16:58:00,0,20,1,January,1,2,Friday,,,,Landing,20
USR-092,Google Ads,Mobile,Web Dev,2025-08-27 12:36:00,True,False,False,False,2025-08-27 13:40:00,2025-08-28 07:40:00,2025-09-08 07:40:00,0,120,8,August,8,35,Wednesday,,,,Landing,120
USR-093,Facebook Ads,Mobile,Web Dev,2025-05-15 16:49:00,False,False,False,False,2025-05-15 17:44:00,2025-05-17 07:44:00,2025-05-18 07:44:00,0,65,5,May,5,20,Thursday,,,,Ad Only,65
USR-094,Google Ads,Mobile,Data Science,2025-03-03 18:26:00,True,False,False,False,2025-03-03 18:45:00,2025-03-04 12:45:00,2025-03-14 12:45:00,0,120,3,March,3,10,Monday,,,,Landing,120
USR-095,Google Ads,Mobile,Digital Marketing,2025-07-07 18:48:00,False,False,False,False,2025-07-07 19:21:00,2025-07-08 12:21:00,2025-07-14 12:21:00,0,120,7,July,7,28,Monday,,,,Ad Only,120
USR-096,Facebook Ads,Tablet,Digital Marketing,2025-09-15 10:26:00,True,False,False,False,2025-09-15 12:14:00,2025-09-16 08:14:00,2025-09-22 08:14:00,0,65,9,September,9,38,Monday,,,,Landing,65
USR-097,Organic SEO,Desktop,Digital Marketing,2025-11-29 22:17:00,True,True,True,False,2025-11-29 23:18:00,2025-11-30 01:18:00,2025-12-07 01:18:00,0,0,11,November,11,48,Saturday,1.0166666666666666,3.0166666666666666,,Trial,0
USR-098,YouTube Ads,Tablet,Finance,2025-02-10 16:39:00,False,False,False,False,2025-02-10 17:28:00,2025-02-11 15:28:00,2025-02-12 15:28:00,0,45,2,February,2,7,Monday,,,,Ad Only,45
USR-099,Organic SEO,Desktop,Data Science,2025-12-08 13:32:00,False,False,False,False,2025-12-08 14:18:00,2025-12-09 19:18:00,2025-12-16 19:18:00,0,0,12,December,12,50,Monday,,,,Ad Only,0
USR-100,Facebook Ads,Desktop,Web Dev,2025-10-04 15:15:00,False,False,False,False,2025-10-04 16:13:00,2025-10-05 23:13:00,2025-10-10 23:13:00,0,65,10,October,10,40,Saturday,,,,Ad Only,65
USR-101,Referral,Tablet,Data Science,2025-07-02 18:40:00,False,False,False,False,2025-07-02 20:38:00,2025-07-04 00:38:00,2025-07-11 00:38:00,0,20,7,July,7,27,Wednesday,,,,Ad Only,20
USR-102,Referral,Mobile,Data Science,2025-12-25 09:51:00,True,False,False,False,2025-12-25 10:44:00,2025-12-27 03:44:00,2026-01-11 03:44:00,0,20,12,December,12,52,Thursday,,,,Landing,20
USR-103,Organic SEO,Mobile,Data Science,2025-03-29 20:28:00,True,False,False,False,2025-03-29 21:28:00,2025-03-29 23:28:00,2025-04-06 23:28:00,0,0,3,March,3,13,Saturday,,,,Landing,0
USR-104,Facebook Ads,Mobile,Finance,2025-07-15 14:07:00,True,True,False,False,2025-07-15 15:23:00,2025-07-15 16:23:00,2025-07-23 16:23:00,0,65,7,July,7,29,Tuesday,1.2666666666666666,,,Signup,65
USR-105,Organic SEO,Tablet,Data Science,2025-10-06 19:18:00,True,False,False,False,2025-10-06 19:30:00,2025-10-07 03:30:00,2025-10-16 03:30:00,0,0,10,October,10,41,Monday,,,,Landing,0
USR-106,Google Ads,Mobile,Web Dev,2025-01-25 11:24:00,False,False,False,False,2025-01-25 13:09:00,2025-01-27 00:09:00,2025-02-02 00:09:00,0,120,1,January,1,4,Saturday,,,,Ad Only,120
USR-107,Google Ads,Mobile,Data Science,2025-05-30 16:23:00,False,False,False,False,2025-05-30 17:06:00,2025-06-01 02:06:00,2025-06-15 02:06:00,0,120,5,May,5,22,Friday,,,,Ad Only,120
USR-108,Google Ads,Mobile,Web Dev,2025-12-31 18:17:00,True,True,False,False,2025-12-31 18:42:00,2026-01-01 00:42:00,2026-01-10 00:42:00,0,120,12,December,12,1,Wednesday,0.4166666666666667,,,Signup,120
USR-109,Google Ads,Mobile,Design,2025-08-08 09:38:00,False,False,False,False,2025-08-08 09:46:00,2025-08-08 16:46:00,2025-08-14 16:46:00,0,120,8,August,8,32,Friday,,,,Ad Only,120
USR-110,Facebook Ads,Desktop,Web Dev,2025-08-13 15:53:00,False,False,False,False,2025-08-13 16:43:00,2025-08-13 22:43:00,2025-08-25 22:43:00,0,65,8,August,8,33,Wednesday,,,,Ad Only,65
USR-111,YouTube Ads,Mobile,Digital Marketing,2025-10-02 14:44:00,False,False,False,False,2025-10-02 16:41:00,2025-10-03 07:41:00,2025-10-18 07:41:00,0,45,10,October,10,40,Thursday,,,,Ad Only,45
USR-112,YouTube Ads,Mobile,Design,2025-10-13 20:12:00,True,False,False,False,2025-10-13 21:12:00,2025-10-15 16:12:00,2025-10-18 16:12:00,0,45,10,October,10,42,Monday,,,,Landing,45
USR-113,Facebook Ads,Desktop,Web Dev,2025-09-23 09:37:00,True,True,False,False,2025-09-23 10:44:00,2025-09-23 12:44:00,2025-10-09 12:44:00,0,65,9,September,9,39,Tuesday,1.1166666666666667,,,Signup,65
USR-114,YouTube Ads,Mobile,Data Science,2025-12-28 08:51:00,True,False,False,False,2025-12-28 09:43:00,2025-12-30 05:43:00,2026-01-08 05:43:00,0,45,12,December,12,52,Sunday,,,,Landing,45
USR-115,Referral,Mobile,Digital Marketing,2025-05-24 17:14:00,True,True,False,False,2025-05-24 17:37:00,2025-05-26 05:37:00,2025-05-31 05:37:00,0,20,5,May,5,21,Saturday,0.38333333333333336,,,Signup,20
USR-116,Facebook Ads,Desktop,Design,2025-07-25 10:44:00,True,True,True,True,2025-07-25 12:31:00,2025-07-25 18:31:00,2025-08-11 18:31:00,7999,65,7,July,7,30,Friday,1.7833333333333334,7.783333333333333,17.0,Paid,65
USR-117,Organic SEO,Mobile,Digital Marketing,2025-03-24 21:22:00,True,True,True,False,2025-03-24 23:11:00,2025-03-25 17:11:00,2025-04-03 17:11:00,0,0,3,March,3,13,Monday,1.8166666666666667,19.816666666666666,,Trial,0
USR-118,Facebook Ads,Mobile,Web Dev,2025-10-21 12:07:00,True,False,False,False,2025-10-21 12:28:00,2025-10-21 21:28:00,2025-10-31 21:28:00,0,65,10,October,10,43,Tuesday,,,,Landing,65
USR-119,Google Ads,Mobile,Finance,2025-04-15 11:09:00,True,False,False,False,2025-04-15 12:19:00,2025-04-15 22:19:00,2025-04-20 22:19:00,0,120,4,April,4,16,Tuesday,,,,Landing,120
USR-120,Organic SEO,Mobile,Data Science,2025-02-10 10:26:00,True,False,False,False,2025-02-10 11:57:00,2025-02-11 17:57:00,2025-02-23 17:57:00,0,0,2,February,2,7,Monday,,,,Landing,0
USR-121,Google Ads,Mobile,Web Dev,2025-11-20 18:03:00,False,False,False,False,2025-11-20 19:53:00,2025-11-21 17:53:00,2025-11-22 17:53:00,0,120,11,November,11,47,Thursday,,,,Ad Only,120
USR-122,Google Ads,Mobile,Web Dev,2025-12-06 16:35:00,True,False,False,False,2025-12-06 17:24:00,2025-12-06 23:24:00,2025-12-08 23:24:00,0,120,12,December,12,49,Saturday,,,,Landing,120
USR-123,Organic SEO,Desktop,Finance,2025-12-27 13:36:00,False,False,False,False,2025-12-27 14:48:00,2025-12-29 00:48:00,2026-01-18 00:48:00,0,0,12,December,12,52,Saturday,,,,Ad Only,0
